value, solution, nodesT, solution, sec
43, 53, 53, 4604655, 3817801, true, 1034
43, 57, 57, 15931473, 7376523, true, 3322
43, 55, 55, 1250925, 62439, true, 257
41, 59, 59, 112588556, 17468618, true, 23526
42, 56, 56, 22924875, 17782268, true, 4980
42, 56, 56, 3413298, 214988, true, 727
36, 52, 52, 15544978, 12789911, true, 3514
34, 52, 52, 44066949, 34562186, true, 9121
32, 50, 50, 13915662, 9701680, true, 2935
36, 46, 46, 110271, 27941, true, 24
45, 59, 59, 24019155, 4022124, true, 5350
43, 57, 57, 67449182, 55601337, true, 14020
35, 45, 45, 288141, 238629, true, 59
36, 46, 46, 7047989, 5616592, true, 1379
43, 59, 59, 215648971, 163959913, true, 43884
44, 62, 62, 149563895, 81210300, true, 31807
28, 42, 42, 3828403, 2793514, true, 775
46, 66, 66, 486435257, 393920868, true, 109722
43, 55, 55, 8954699, 7531334, true, 1857
38, 46, 46, 441347, 234425, true, 92
36, 52, 52, 8021508, 3865187, true, 1638
38, 54, 54, 17917439, 5671223, true, 3801
43, 59, 59, 214178088, 171785654, true, 44777
35, 49, 49, 1226550, 126716, true, 249
38, 54, 54, 11539413, 4007782, true, 2371
36, 52, 52, 11655601, 538734, true, 2385
40, 58, 58, 44408890, 11749735, true, 9021
39, 53, 53, 5350993, 2412205, true, 1102
36, 52, 52, 2691575, 516576, true, 547
40, 54, 54, 7278981, 2956869, true, 1461
35, 47, 47, 738985, 408882, true, 157
42, 50, 50, 362952, 262061, true, 77
43, 59, 59, 111782554, 84459892, true, 24177
44, 60, 60, 42588693, 18534920, true, 8999
40, 52, 52, 1611058, 679247, true, 346
39, 55, 55, 18146174, 8878274, true, 3729
40, 52, 52, 15124177, 12258152, true, 3226
42, 58, 58, 18533418, 2016110, true, 3855
35, 49, 49, 2938391, 1019000, true, 587
38, 54, 54, 12260166, 820859, true, 2495
38, 54, 54, 9477908, 3085586, true, 1974
34, 42, 42, 138864, 114706, true, 27
50, 64, 64, 10544073, 3107377, true, 2381
36, 50, 50, 9699688, 4632982, true, 2002
39, 51, 51, 3470694, 2660813, true, 750
37, 49, 49, 1083499, 641671, true, 218
35, 47, 47, 380347, 157590, true, 79
39, 49, 49, 453608, 355103, true, 99
35, 59, 59, 583913152, 305366702, true, 119834
41, 53, 53, 3424694, 2170191, true, 753
44, 56, 56, 5977369, 1397118, true, 1244
40, 56, 56, 359850021, 292970384, true, 72643
52, 64, 64, 39736238, 4345549, true, 7909
42, 56, 56, 30760464, 15154300, true, 6590
31, 41, 41, 165758, 101434, true, 33
29, 55, 55, 400879387, 77963210, true, 82610
38, 50, 50, 513792, 300008, true, 102
37, 51, 51, 1317519, 705241, true, 276
39, 57, 57, 93936878, 29486290, true, 19698
48, 66, 66, 891532242, 394035005, true, 186679
31, 45, 45, 1856364, 1142856, true, 384
43, 57, 57, 31057174, 26236940, true, 6246
42, 56, 56, 16105994, 11811105, true, 3349
33, 51, 51, 18183068, 12047207, true, 3756
33, 47, 47, 3435202, 2009956, true, 727
43, 61, 61, 607197292, 284318022, true, 121316
30, 50, 50, 50777429, 23845616, true, 10427
31, 51, 51, 24054959, 4846123, true, 5120
41, 53, 53, 5014520, 3828141, true, 1050
32, 52, 52, 32225976, 4330101, true, 6709
32, 44, 44, 461282, 63957, true, 96
40, 56, 56, 122202261, 53240772, true, 25235
37, 49, 49, 1940961, 1426875, true, 407
48, 56, 56, 379124, 178888, true, 82
32, 48, 48, 7675912, 1377974, true, 1584
41, 57, 57, 33085463, 4544816, true, 6772
34, 54, 54, 7990034, 2877399, true, 1651
43, 53, 53, 2108603, 1513279, true, 433
30, 42, 42, 142559, 103875, true, 29
43, 57, 57, 7388849, 1541760, true, 1618
41, 53, 53, 2860069, 2356694, true, 605
44, 62, 62, 312726706, 119917540, true, 64841
33, 49, 49, 15140173, 11333454, true, 3144
43, 55, 55, 17980279, 10578006, true, 3831
32, 44, 44, 458676, 274791, true, 91
37, 45, 45, 388264, 267299, true, 80
36, 52, 52, 4054502, 602770, true, 818
45, 65, 65, 491429887, 57975768, true, 102818
40, 54, 54, 18545695, 10336645, true, 3727
38, 50, 50, 552356, 232863, true, 116
43, 57, 57, 86694606, 63998151, true, 18014
37, 57, 57, 320828717, 29081242, true, 66143
36, 46, 46, 312710, 31330, true, 63
45, 53, 53, 85123, 43986, true, 19
34, 50, 50, 1080822, 165611, true, 232
35, 49, 49, 1975449, 664685, true, 397
34, 44, 44, 45138, 21177, true, 9
36, 54, 54, 91613720, 71811076, true, 18571
39, 57, 57, 23505081, 16326419, true, 5227
38, 54, 54, 25729718, 18220261, true, 5291
