value, solution, nodesT, solution, sec
43, 53, 53, 1546167, 1262054, true, 456
43, 57, 57, 9232018, 4464483, true, 2034
43, 55, 55, 1384382, 124181, true, 311
41, 59, 59, 65466846, 15649491, true, 14445
42, 56, 56, 15388869, 11378608, true, 3436
44, 56, 56, 1712159, 107782, true, 418
42, 52, 52, 1719491, 1468294, true, 387
36, 52, 52, 8020165, 6328300, true, 1751
34, 50, 50, 8136037, 5649966, true, 1776
34, 46, 46, 345172, 41188, true, 72
45, 59, 59, 60999268, 11753433, true, 13035
45, 57, 57, 29015574, 24088343, true, 6512
35, 45, 45, 84186, 67004, true, 18
38, 46, 46, 205569, 182475, true, 40
43, 59, 59, 40031568, 31522219, true, 8813
44, 62, 62, 138459183, 73436676, true, 30662
28, 42, 42, 3888236, 2901240, true, 793
48, 66, 66, 133444023, 106347544, true, 29358
43, 55, 55, 8066627, 6764857, true, 1735
38, 46, 46, 270034, 123755, true, 56
36, 52, 52, 8317901, 4482883, true, 1843
38, 54, 54, 7610122, 2718711, true, 1709
45, 59, 59, 59585714, 48943769, true, 13285
33, 49, 49, 2908586, 393410, true, 630
34, 54, 54, 12887594, 3570325, true, 2661
38, 52, 52, 2001786, 98415, true, 426
42, 58, 58, 34802113, 8529192, true, 7431
37, 53, 53, 93580227, 28090218, true, 20267
42, 52, 52, 522796, 132584, true, 119
42, 54, 54, 1062206, 308638, true, 228
39, 47, 47, 120513, 68309, true, 25
40, 50, 50, 717189, 473023, true, 168
45, 59, 59, 99331781, 75451684, true, 22011
44, 60, 60, 15018113, 5457754, true, 3537
40, 52, 52, 1153417, 547131, true, 273
39, 55, 55, 8795098, 4001651, true, 1844
38, 52, 52, 5768742, 4592916, true, 1279
42, 58, 58, 29268529, 3404551, true, 6507
37, 49, 49, 3277486, 982396, true, 648
36, 54, 54, 12459568, 480999, true, 2807
36, 54, 54, 27531428, 6293332, true, 5919
32, 42, 42, 50453, 40211, true, 11
48, 64, 64, 15094283, 4805313, true, 3504
34, 50, 50, 4551536, 2228372, true, 1005
39, 51, 51, 1150173, 887748, true, 243
39, 49, 49, 2126978, 1162723, true, 459
39, 47, 47, 60048, 23468, true, 12
39, 49, 49, 252504, 190023, true, 53
41, 59, 59, 35374193, 18444490, true, 8248
39, 53, 53, 4904969, 3100817, true, 1094
46, 56, 56, 1443193, 426718, true, 317
40, 56, 56, 52965360, 43524791, true, 11580
50, 64, 64, 143795288, 15192784, true, 31739
40, 56, 56, 36409607, 14249800, true, 8006
29, 41, 41, 241877, 143953, true, 49
37, 55, 55, 22835187, 3673400, true, 4921
38, 50, 50, 588904, 363672, true, 127
41, 51, 51, 332536, 179875, true, 72
37, 57, 57, 84501988, 27265149, true, 18384
48, 66, 66, 128598571, 63617355, true, 29086
35, 45, 45, 481867, 331603, true, 109
45, 57, 57, 21184077, 17775685, true, 4684
40, 56, 56, 315073662, 221515465, true, 67577
35, 51, 51, 26126677, 18214666, true, 5405
35, 47, 47, 239821, 127394, true, 52
45, 61, 61, 160294737, 91406909, true, 36471
34, 50, 50, 7293624, 4078468, true, 1515
37, 51, 51, 2127250, 598191, true, 474
39, 53, 53, 15217880, 11276679, true, 3231
32, 52, 52, 13408194, 1148938, true, 2917
32, 44, 44, 400006, 126255, true, 86
40, 56, 56, 81437313, 38891600, true, 16984
39, 49, 49, 276623, 203250, true, 58
48, 56, 56, 464365, 233377, true, 101
34, 48, 48, 7327517, 1463498, true, 1559
43, 57, 57, 21963250, 2051252, true, 4469
36, 54, 54, 2563458, 835451, true, 556
41, 53, 53, 3912461, 2764626, true, 796
30, 42, 42, 116636, 84571, true, 24
43, 57, 57, 6582995, 1932301, true, 1415
41, 53, 53, 2103315, 1716822, true, 468
42, 62, 62, 416218346, 155889902, true, 91916
33, 49, 49, 10842906, 8227445, true, 2279
39, 55, 55, 33059544, 18668831, true, 6866
32, 44, 44, 270864, 152976, true, 58
35, 45, 45, 502182, 283861, true, 109
34, 52, 52, 23154656, 4910296, true, 4993
43, 65, 65, 970978402, 118678377, true, 204989
38, 54, 54, 15073053, 9111580, true, 3268
38, 50, 50, 901700, 374556, true, 184
45, 57, 57, 45587048, 35268723, true, 9107
41, 57, 57, 11052751, 2846818, true, 2445
34, 46, 46, 458020, 77240, true, 94
45, 53, 53, 119834, 48477, true, 27
38, 50, 50, 565013, 122895, true, 126
37, 49, 49, 977175, 551026, true, 206
34, 44, 44, 153364, 81598, true, 30
34, 54, 54, 106185059, 83539966, true, 22717
41, 57, 57, 5277661, 3471203, true, 1133
40, 54, 54, 14026234, 10133343, true, 3198
