value, valueF, solution, nodesT, nodesF, solution, sec
4, 4, 4, 36, 36, true, 154
3, 3, 3, 25, 25, true, 36
4, 4, 4, 38, 38, true, 122
3, 3, 3, 24, 24, true, 61
5, 5, 5, 33, 33, true, 68
5, 5, 5, 32, 32, true, 93
3, 3, 3, 26, 26, true, 78
5, 5, 5, 50, 50, true, 59
3, 3, 3, 24, 24, true, 24
5, 5, 5, 32, 32, true, 88
FLAWLESS VICTORY
