value, solution, nodesT, solution, sec
NA, -1, -1, false, -1
8, 15, 3255399, true, 52613
NA, -1, -1, false, -1
8, 15, 6295216, true, 107208
NA, -1, -1, false, -1
8, 15, 3751873, true, 57343
8, 15, 4343601, true, 68243
NA, -1, -1, false, -1
8, 15, 6119986, true, 105191
NA, -1, -1, false, -1
