value, solution, nodesT, solution, sec
7, 10, 1411, true, 10
7, 8, 68, true, 0
6, 9, 685, true, 4
7, 10, 1541, true, 10
6, 10, 1377, true, 9
7, 8, 27, true, 0
8, 10, 1032, true, 7
7, 10, 717, true, 4
8, 10, 1604, true, 12
6, 10, 6808, true, 49
