value, valueF, solution, nodesT, nodesF, solution, sec
3, 3, 3, 10, 10, true, 0
1, 1, 1, 1, 1, true, 0
2, 2, 2, 5, 5, true, 0
3, 3, 3, 3, 3, true, 0
1, 1, 1, 1, 1, true, 0
2, 2, 2, 5, 5, true, 0
3, 3, 3, 10, 10, true, 0
1, 1, 1, 1, 1, true, 0
3, 3, 3, 4, 4, true, 0
2, 2, 2, 5, 5, true, 0
FLAWLESS VICTORY
