value, valueF, solution, nodesT, nodesF, solution, sec
22, 22, 22, 67, 67, true, 0
38, 38, 38, 109, 109, true, 0
31, 31, 31, 89, 89, true, 0
29, 29, 29, 76, 76, true, 0
29, 29, 29, 83, 83, true, 0
40, 40, 40, 115, 115, true, 0
19, 19, 19, 53, 53, true, 0
37, 37, 37, 109, 109, true, 0
25, 25, 25, 81, 81, true, 0
15, 15, 15, 48, 48, true, 0
FLAWLESS VICTORY
