value, valueF, solution, nodesT, nodesF, solution, sec
3, 3, 3, 4, 4, true, 0
5, 5, 5, 15, 15, true, 0
2, 2, 2, 5, 5, true, 0
2, 2, 2, 5, 5, true, 0
4, 4, 4, 9, 9, true, 0
4, 4, 4, 12, 12, true, 0
3, 3, 3, 4, 4, true, 0
5, 5, 5, 17, 17, true, 0
4, 4, 4, 10, 10, true, 0
FLAWLESS VICTORY
