value, solution, nodesT, solution, sec
5, 10, 50024, true, 334
5, 12, 1807253, true, 15427
6, 12, 1981123, true, 16786
6, 12, 1867905, true, 16068
6, 11, 283130, true, 2060
6, 11, 405241, true, 3136
6, 10, 57473, true, 403
5, 11, 188502, true, 1338
5, 9, 1635, true, 11
6, 11, 160665, true, 1136
