value, solution, nodesT, solution, sec
2, 5, 75, true, 0
5, 5, 6, true, 0
5, 5, 6, true, 0
4, 5, 6, true, 0
5, 5, 9, true, 0
4, 5, 6, true, 0
4, 5, 12, true, 0
3, 5, 12, true, 0
3, 5, 9, true, 0
3, 5, 16, true, 0
