value, solution, nodesT, solution, sec
5, 9, 8184, true, 60
6, 10, 77508, true, 382
4, 9, 5499, true, 31
5, 11, 125774, true, 609
5, 9, 8070, true, 49
5, 9, 6223, true, 26
5, 7, 218, true, 0
5, 8, 1630, true, 5
5, 9, 3339, true, 12
5, 10, 44406, true, 193
