value, solution, nodesT, solution, sec
3, 5, 32, true, 0
4, 5, 9, true, 0
3, 5, 21, true, 0
4, 5, 11, true, 0
4, 5, 15, true, 0
3, 5, 28, true, 0
4, 5, 7, true, 0
3, 5, 9, true, 0
4, 5, 20, true, 0
3, 5, 26, true, 0
