value, solution, nodesT, solution, sec
4, 9, 23763, true, 142
3, 7, 2606, true, 11
4, 10, 275755, true, 1493
4, 9, 66418, true, 378
4, 9, 57893, true, 284
4, 11, 786835, true, 4569
4, 7, 812, true, 99
4, 8, 3136, true, 16
4, 10, 102820, true, 613
4, 9, 53458, true, 284
