value, valueF, solution, nodesT, nodesF, solution, sec
3, 9, 9, 484661, 252925, true, 125
4, 4, 4, 42, 42, true, 0
4, 8, 8, 93086, 68961, true, 20
3, 8, 8, 109511, 73509, true, 23
4, 8, 8, 60006, 40404, true, 12
4, 8, 8, 94514, 63484, true, 20
4, 4, 4, 33, 33, true, 0
4, 8, 8, 56164, 38514, true, 11
4, 8, 8, 67043, 43223, true, 15
4, 8, 8, 37563, 16727, true, 7

