value, solution, nodesT, solution, sec
3, 5, 44, true, 1
3, 5, 27, true, 1
3, 5, 136, true, 4
3, 5, 98, true, 2
3, 5, 76, true, 1
3, 5, 72, true, 1
4, 5, 11, true, 0
3, 5, 67, true, 0
3, 5, 22, true, 0
2, 5, 117, true, 1
