value, valueF, solution, nodesT, nodesF, solution, sec
3, 9, 9, 597004, 460037, true, 150
4, 10, 10, 1984741, 1112529, true, 432
4, 9, 9, 183404, 20026, true, 40
4, 11, 11, 10751116, 1892633, true, 2239
3, 9, 9, 375876, 184567, true, 78
4, 9, 9, 325599, 205738, true, 71
4, 7, 7, 17495, 13932, true, 3
4, 8, 8, 80822, 64548, true, 18
4, 9, 9, 327941, 197241, true, 71
4, 10, 10, 1231587, 226238, true, 263

