value, solution, nodesT, solution, sec
3, 8, 2428, true, 35
4, 8, 11974, true, 55
4, 8, 10585, true, 46
4, 10, 112171, true, 552
4, 10, 179505, true, 935
3, 8, 2623, true, 27
3, 9, 56669, true, 271
4, 10, 258651, true, 1336
4, 9, 58048, true, 317
3, 8, 9541, true, 45
