value, solution, nodesT, solution, sec
3, 9, 85825, true, 452
4, 10, 187907, true, 1015
4, 9, 27293, true, 147
4, 11, 693171, true, 4091
3, 9, 57172, true, 441
4, 9, 73229, true, 371
4, 7, 764, true, 6
4, 8, 10939, true, 50
4, 9, 74890, true, 365
4, 10, 93687, true, 489
