value, valueF, solution, nodesT, nodesF, solution, sec
7, 13, 13, 717513, 220761, true, 258
8, 12, 12, 187752, 155014, true, 71
9, 13, 13, 330084, 157203, true, 132
8, 12, 12, 60661, 25898, true, 22
8, 12, 12, 113051, 81319, true, 42
8, 11, 11, 32532, 27117, true, 11
8, 12, 12, 391107, 344959, true, 137
8, 12, 12, 88841, 52413, true, 32
9, 12, 12, 16220, 2589, true, 6
9, 13, 13, 351985, 30589, true, 129
