value, solution, nodesT, solution, sec
8, 10, 1076, true, 6
7, 10, 455, true, 2
7, 8, 27, true, 0
7, 10, 293, true, 1
8, 10, 456, true, 2
8, 10, 360, true, 2
8, 10, 423, true, 2
6, 6, 7, true, 0
8, 8, 48, true, 0
8, 8, 9, true, 0
