value, valueF, solution, nodesT, nodesF, solution, sec
4, 4, 4, 36, 36, true, 0
3, 3, 3, 25, 25, true, 0
4, 4, 4, 38, 38, true, 0
3, 3, 3, 24, 24, true, 0
5, 5, 5, 33, 33, true, 0
5, 5, 5, 32, 32, true, 0
3, 3, 3, 26, 26, true, 0
5, 5, 5, 50, 50, true, 0
3, 3, 3, 24, 24, true, 0
5, 5, 5, 32, 32, true, 0
