value, valueF, solution, nodesT, nodesF, solution, sec
65, 69, -1, 447475684, 48855106, false, 900000
51, 51, 51, 152, 152, true, 159
64, 68, -1, 241194622, 253537058, false, 900000
68, 72, -1, 313858017, 190534471, false, 900000
