value, solution, nodesT, solution, sec
7, 9, 199, true, 0
6, 10, 1953, true, 9
6, 9, 203, true, 0
6, 11, 8120, true, 38
7, 9, 1128, true, 4
7, 9, 100, true, 0
6, 7, 20, true, 0
6, 8, 75, true, 0
5, 9, 1074, true, 4
7, 10, 958, true, 4
