value, solution, nodesT, solution, sec
6, 8, 209, true, 1
6, 8, 106, true, 0
6, 8, 203, true, 0
6, 10, 1270, true, 5
6, 10, 2267, true, 10
7, 8, 44, true, 0
5, 9, 1129, true, 4
6, 10, 1748, true, 7
6, 9, 308, true, 1
4, 8, 147, true, 0
