value, solution, nodesT, solution, sec
7, 9, 404, true, 1
6, 7, 57, true, 0
7, 10, 7712, true, 37
6, 9, 760, true, 3
7, 9, 115, true, 0
8, 11, 5161, true, 24
6, 7, 13, true, 0
7, 8, 133, true, 0
7, 10, 1554, true, 6
7, 9, 116, true, 0
