value, solution, nodesT, solution, sec
5, 5, 6, true, 0
5, 5, 6, true, 0
5, 5, 6, true, 0
5, 5, 6, true, 0
4, 5, 6, true, 0
4, 5, 6, true, 0
5, 5, 8, true, 0
5, 5, 6, true, 0
5, 5, 6, true, 0
3, 5, 7, true, 0
