value, solution, nodesT, solution, sec
6, 13, 1031200, true, 8168
6, 12, 279716, true, 2014
6, 13, 549337, true, 4425
7, 12, 178832, true, 1289
6, 12, 124631, true, 891
6, 11, 91736, true, 620
7, 12, 186447, true, 1351
7, 12, 331680, true, 2508
7, 12, 226478, true, 1613
7, 13, 817712, true, 6514
