value, valueF, solution, nodesT, nodesF, solution, sec
7, 10, 10, 36992, 9549, true, 13
6, 12, 12, 3338148, 2443321, true, 1023
7, 12, 12, 5778211, 5016323, true, 1649
6, 12, 12, 2526810, 1675164, true, 748
6, 11, 11, 372182, 182808, true, 108
6, 11, 11, 387675, 252700, true, 114
6, 10, 10, 95869, 78027, true, 27
6, 11, 11, 366063, 146013, true, 102
6, 9, 9, 30307, 25648, true, 8
6, 11, 11, 777624, 513082, true, 218
