value, solution, nodesT, solution, sec
6, 10, 8190, true, 51
6, 10, 10932, true, 73
6, 8, 504, true, 2
6, 10, 6676, true, 41
6, 10, 16865, true, 124
6, 10, 2551, true, 16
6, 10, 9702, true, 64
5, 6, 23, true, 0
6, 8, 116, true, 0
6, 8, 337, true, 2
