value, valueF, solution, nodesT, nodesF, solution, sec
7, 9, 9, 4322, 2856, true, 1
6, 7, 7, 566, 472, true, 0
7, 10, 10, 37989, 26790, true, 10
6, 9, 9, 16749, 12236, true, 4
7, 9, 9, 3012, 2016, true, 0
8, 11, 11, 50495, 7103, true, 15
6, 7, 7, 62, 26, true, 0
7, 8, 8, 203, 95, true, 0
7, 10, 10, 8435, 2604, true, 2
7, 9, 9, 1441, 572, true, 0
FLAWLESS VICTORY
