value, valueF, solution, nodesT, nodesF, solution, sec
3, 8, 8, 60326, 39396, true, 38
4, 8, 8, 141455, 122032, true, 31
4, 8, 8, 135765, 118332, true, 30
4, 10, 10, 1104357, 101290, true, 231
4, 10, 10, 1110887, 153813, true, 234
3, 8, 8, 53526, 29748, true, 10
3, 9, 9, 1108635, 857142, true, 227
4, 10, 10, 2589088, 1360731, true, 526
4, 9, 9, 796688, 629647, true, 165
3, 8, 8, 90127, 57351, true, 19

